bedroom,bathroom,size,address,city,zillow_days,views,price,ad_type,company,agent,link
4,3,--,138-25 Union Tpke Flushing NY 11367,Flushing,23,118,"1,600,000",For sale,Astor Brokerage Ltd 718-263-4500,Yehudis Weiss ,https://www.zillow.com/homedetails/138-25-Union-Tpke-Flushing-NY-11367/2075298150_zpid/
3,2,"1,159",85 Amity Pl Staten Island NY 10303,Staten Island,7,"2,474","495,000",For sale,Berkshire Hathaway HomeServices Laffey International Realty 516-741-3070,Naima Suric ,https://www.zillow.com/homedetails/85-Amity-Pl-Staten-Island-NY-10303/32306816_zpid/
3,3,--,60-22 59th Dr Maspeth NY 11378,Maspeth,23,"2,165","730,000",For sale,EXP Realty 888-276-0630,Fabiana T Reyes ,https://www.zillow.com/homedetails/60-22-59th-Dr-Maspeth-NY-11378/2078270917_zpid/
3,2,"1,532",137-25 243rd St Rosedale NY 11422,Rosedale,23,"1,056","579,000",For sale,Douglas Elliman Real Estate 516-623-4500,Barbara A Pugh ,https://www.zillow.com/homedetails/137-25-243rd-St-Rosedale-NY-11422/2075362065_zpid/
1,1,904,68 Sullivan St Brooklyn NY 11231,Brooklyn,66,"2,484","1,595,000",For sale by owner,None,Property Owner ,https://www.zillow.com/homedetails/68-Sullivan-St-Brooklyn-NY-11231/30573374_zpid/
2,2,"1,200",420 E 51st St APT 3C New York NY 10022,New York,207,"9,408","429,000",For sale,Brown Harris Stevens 212-381-3239,Marci Merzer ,https://www.zillow.com/homedetails/420-E-51st-St-APT-3C-New-York-NY-10022/244803919_zpid/
5,4,"1,622",28 Anaconda St Staten Island NY 10312,Staten Island,79,"1,432","669,900",For sale,Berns Agency 718-967-2200,Adam S Weintraub ,https://www.zillow.com/homedetails/28-Anaconda-St-Staten-Island-NY-10312/58578670_zpid/
3,2,"1,186",1019 Van Siclen Ave APT 7D Brooklyn NY 11207,Brooklyn,89,"2,899","411,000",For sale,Christies International Real Estate Group Inc 516-551-2517,Geoffrey Gottlieb ,https://www.zillow.com/homedetails/1019-Van-Siclen-Ave-APT-7D-Brooklyn-NY-11207/2077222934_zpid/
1,1,950,100 W 57th St APT 12K New York NY 10019,New York,116,"2,933","299,000",For sale,Compass,Marlene Steiner ,https://www.zillow.com/homedetails/100-W-57th-St-APT-12K-New-York-NY-10019/72519042_zpid/
2,2,"1,008",117 Raily Ct Staten Island NY 10312,Staten Island,2,341,"419,000",For sale,Ben Bay Realty Company of Staten Island LLC 718-370-0330,Nicholas Venturini ,https://www.zillow.com/homedetails/117-Raily-Ct-Staten-Island-NY-10312/32363226_zpid/
5,4,"6,070",178 8th Ave Brooklyn NY 11215,Brooklyn,17,"5,167","6,300,000",For sale,Brown Harris Stevens 718-613-2782,Natalie Rabaa ,https://www.zillow.com/homedetails/178-8th-Ave-Brooklyn-NY-11215/30587171_zpid/
1,1,"34,560",229 W 144th St APT 56 New York NY 10030,New York,5,"1,161","285,000",For sale,Compass 786-355-6157,Simon Valcin ,https://www.zillow.com/homedetails/229-W-144th-St-APT-56-New-York-NY-10030/244726577_zpid/
10,11,"7,191",4730 Fieldston Rd Bronx NY 10471,Bronx,13,"2,187","4,395,000",For sale,Corcoran 917-488-2325,Michael Rochios ,https://www.zillow.com/homedetails/4730-Fieldston-Rd-Bronx-NY-10471/142704382_zpid/
3,4,"3,576",432 Park Ave APT 52C New York NY 10022,New York,18,"2,242","20,150,000",For sale by owner,None,Property Owner ,https://www.zillow.com/homedetails/432-Park-Ave-APT-52C-New-York-NY-10022/219674316_zpid/
2,1,800,1165 E 54th St APT 5D Brooklyn NY 11234,Brooklyn,81,"2,929","239,900",For sale,Tom Marco Real Estate 718-998-7100,Thomas Marcotrigiano ,https://www.zillow.com/homedetails/1165-E-54th-St-APT-5D-Brooklyn-NY-11234/244994898_zpid/
3,3,"2,056",125 Rosedale Ave Staten Island NY 10312,Staten Island,146,"2,129","595,000",For sale,RE/MAX Elite 718-576-2400,Becky B Chum ,https://www.zillow.com/homedetails/125-Rosedale-Ave-Staten-Island-NY-10312/32363505_zpid/
3,2,"1,800",2332 23rd St Long Island City NY 11105,Long Island City,6,"1,963","1,299,000",For sale,Halvatzis Realty 917-207-0591,John Fucich ,https://www.zillow.com/homedetails/2332-23rd-St-Long-Island-City-NY-11105/31947754_zpid/
3,4,"3,816",139 W 131st St New York NY 10027,New York,64,"3,226","3,150,000",For sale,Harlem Lofts 212-280-8866,Robb Pair ,https://www.zillow.com/homedetails/139-W-131st-St-New-York-NY-10027/31551885_zpid/
3,2,--,163-45 Cross Bay Blvd Howard Beach NY 11414,Howard Beach,23,"7,914","185,000",For sale,Charles Rutenberg Realty Inc 516-575-7500,Uri Barkai ,https://www.zillow.com/homedetails/163-45-Cross-Bay-Blvd-Howard-Beach-NY-11414/2080383358_zpid/
4,3,"1,400",9807 Avenue L Brooklyn NY 11236,Brooklyn,36,"11,216","635,000",For sale,5 Boro Realty Corp 347-901-3106,Karin Lanciano ,https://www.zillow.com/homedetails/9807-Avenue-L-Brooklyn-NY-11236/30776342_zpid/
3,2,"1,633",5319 194th St Flushing NY 11365,Flushing,28,"7,573","808,000",For sale,Daniel Gale Associates Inc 718-762-2268,Evangelia Boudourakis ,https://www.zillow.com/homedetails/5319-194th-St-Flushing-NY-11365/32052571_zpid/
1,2,"49,000",61 E 77th St New York NY 10075,New York,448,"3,737","599,000",For sale,Compass 646-808-5794,Kelly Robinson ,https://www.zillow.com/homedetails/61-E-77th-St-New-York-NY-10075/244840282_zpid/
3,1,--,112-50 Northern Blvd #1D Corona NY 11368,Corona,308,"3,064","165,000",For sale,Rock Realty 718-478-4545,Jim Pappas ,https://www.zillow.com/homedetails/112-50-Northern-Blvd-1D-Corona-NY-11368/2080212014_zpid/
6,5,"5,802",43 8th Ave Brooklyn NY 11217,Brooklyn,123,"14,038","6,250,000",For sale,Douglas Elliman 212-488-8627,Lindsay Barton Barrett ,https://www.zillow.com/homedetails/43-8th-Ave-Brooklyn-NY-11217/30586744_zpid/
3,3,"1,400",215-31 23rd Ave Bayside NY 11360,Bayside,23,"4,108","449,998",For sale,Keller Williams Rlty Landmark 718-475-2700,Jo Ann G Ferrari ,https://www.zillow.com/homedetails/215-31-23rd-Ave-Bayside-NY-11360/2078123579_zpid/
5,7,"10,000",162 E 92nd St New York NY 10128,New York,127,"5,764","22,000,000",For sale,Brown Harris Stevens 212-906-9348,Daniella G Schlisser ,https://www.zillow.com/homedetails/162-E-92nd-St-New-York-NY-10128/31542307_zpid/
3,2,"1,640",906 Putnam Ave Brooklyn NY 11221,Brooklyn,23,"4,956","359,000",For sale,Big World Realty Inc 631-648-9096,Raymond Macygin ,https://www.zillow.com/homedetails/906-Putnam-Ave-Brooklyn-NY-11221/30604327_zpid/
7,7,"2,540",1691 Monroe Ave Bronx NY 10457,Bronx,17,"2,232","899,000",For sale,Gail Graff Real Estate,Elinor Zoharetz ,https://www.zillow.com/homedetails/1691-Monroe-Ave-Bronx-NY-10457/29781624_zpid/
5,7,"5,902",15 Central Park W New York NY 10023,New York,7,"4,701","57,900,000",For sale,Brown Harris Stevens 212-588-5681,Felise G Gross ,https://www.zillow.com/homedetails/15-Central-Park-W-New-York-NY-10023/97516205_zpid/
3,2,"1,200",150-15 Village Rd #46C Jamaica NY 11435,Jamaica,72,"1,753","310,999",For sale,NY Empire Real Estate 718-520-0120,Alla Yakubov ,https://www.zillow.com/homedetails/150-15-Village-Rd-46C-Jamaica-NY-11435/124398541_zpid/
2,2,"1,300",201 E 15th St APT 5E New York NY 10003,New York,27,"8,933","475,000",For sale,Douglas Elliman 212-891-7691,Carter McHyman ,https://www.zillow.com/homedetails/201-E-15th-St-APT-5E-New-York-NY-10003/2076658771_zpid/
4,2,"2,244",860 Revere Ave Bronx NY 10465,Bronx,23,"1,735","650,000",For sale,William Raveis Real Estate 914-723-1331,Steven S Geiger ,https://www.zillow.com/homedetails/860-Revere-Ave-Bronx-NY-10465/29848000_zpid/
1,1,475,22 Leroy St APT 8 New York NY 10014,New York,18,"1,791","740,000",For sale by owner,None,Property Owner ,https://www.zillow.com/homedetails/22-Leroy-St-APT-8-New-York-NY-10014/321901951_zpid/
3,2,--,24 Cyrus Ave Brooklyn NY 11229,Brooklyn,74,"5,640","390,000",For sale,Cross Country Realty 631-203-2322,Mathew Klein ,https://www.zillow.com/homedetails/24-Cyrus-Ave-Brooklyn-NY-11229/30793486_zpid/
3,2,--,18-70 211th St APT 2D Bayside NY 11360,Bayside,23,"4,283","438,000",For sale,Douglas Elliman Real Estate 718-631-8900,Belinda M Chin Woo ,https://www.zillow.com/homedetails/18-70-211th-St-APT-2D-Bayside-NY-11360/89139258_zpid/
3,1,"1,000",2055 E 58th St #137G Brooklyn NY 11234,Brooklyn,23,708,"399,000",For sale,RE/MAX ELITE 718-690-3900,Stefano Diomede ,https://www.zillow.com/homedetails/2055-E-58th-St-137G-Brooklyn-NY-11234/249785281_zpid/
3,1,--,512 W 156th St APT 34 New York NY 10032,New York,58,"1,917","375,000",For sale,Douglas Elliman 212-531-7753,JoLinda Ruth Cogen ,https://www.zillow.com/homedetails/512-W-156th-St-APT-34-New-York-NY-10032/2108621010_zpid/
5,4,"1,624",243-25 Mayda St Rosedale NY 11422,Rosedale,2,395,"875,000",For sale,EXP Realty 888-276-0630,Dingxing Chen ,https://www.zillow.com/homedetails/243-25-Mayda-St-Rosedale-NY-11422/2077004612_zpid/
--,3,"2,160",2911 D Ave Brooklyn NY 11226,Brooklyn,22,"5,971","399,000",For sale,Pullini Realty Corp. 718-621-1446,Lisa Pullini ,https://www.zillow.com/homedetails/2911-D-Ave-Brooklyn-NY-11226/2075897556_zpid/
3,1,"1,479",13181 Francis Lewis Blvd Laurelton NY 11413,Laurelton,51,"6,644","299,000",For sale,SOWAE CORP 646-619-7424,Eric Lee ,https://www.zillow.com/homedetails/13181-Francis-Lewis-Blvd-Laurelton-NY-11413/32200876_zpid/
3,2,"1,993",59-14 69th Ln Maspeth NY 11378,Maspeth,317,"2,794","700,000",For sale,Remax City Square 917-756-8083,Alin Rusu ,https://www.zillow.com/homedetails/59-14-69th-Ln-Maspeth-NY-11378/2080380463_zpid/
2,1,850,1200 E 53rd St APT 5F Brooklyn NY 11234,Brooklyn,116,"2,390","190,000",For sale,Keller Williams Realty Empire 718-954-8400,Ann R. Jimenez ,https://www.zillow.com/homedetails/1200-E-53rd-St-APT-5F-Brooklyn-NY-11234/2077515295_zpid/
1,1,--,67-40 Yellowstone Blvd APT 5A Forest Hills NY 11375,Forest Hills,23,573,"265,000",For sale,Douglas Elliman Real Estate 718-631-8900,Lenuta Mocanu ,https://www.zillow.com/homedetails/67-40-Yellowstone-Blvd-APT-5A-Forest-Hills-NY-11375/72649745_zpid/
4,4,"2,400",64 Eleanor St Staten Island NY 10306,Staten Island,146,"4,518","1,088,000",New construction,"Robert DeFalco Realty, Inc. 718-987-7900",Maria T Albanesi-Cortese ,https://www.zillow.com/homedetails/64-Eleanor-St-Staten-Island-NY-10306/32311145_zpid/
4,4,"2,800",422 E 72nd St APT 4D New York NY 10021,New York,100,"3,036","4,495,000",For sale,Compass 917-860-2782,Victoria Shtainer ,https://www.zillow.com/homedetails/422-E-72nd-St-APT-4D-New-York-NY-10021/31538997_zpid/
5,4,"2,550",4122 23rd Ave Long Island City NY 11105,Long Island City,4,757,"1,345,000",For sale,Compass,Bianca Colasuonno ,https://www.zillow.com/homedetails/4122-23rd-Ave-Long-Island-City-NY-11105/31944190_zpid/
3,2,"1,248",2027 Mayflower Ave Bronx NY 10461,Bronx,23,"1,641","539,000",For sale,Century 21 Kafcos Realty 718-518-9101,Teresa Impemba ,https://www.zillow.com/homedetails/2027-Mayflower-Ave-Bronx-NY-10461/142663545_zpid/
2,2,"1,161",100 W 58th St APT 3G New York NY 10019,New York,141,"1,106","1,195,000",For sale,Compass,Ronald Stabiner ,https://www.zillow.com/homedetails/100-W-58th-St-APT-3G-New-York-NY-10019/244754275_zpid/
5,11,"9,200",34 E 62nd St Manhattan NY 10065,Manhattan,353,"3,362","19,750,000",For sale,Douglas Elliman 917-558-4477,J. Roger Erickson ,https://www.zillow.com/homedetails/34-E-62nd-St-Manhattan-NY-10065/2108488525_zpid/
2,1,"6,206",831 Carroll St APT 5 Brooklyn NY 11215,Brooklyn,3,"2,016","850,000",For sale,Compass,Wenrui Chen ,https://www.zillow.com/homedetails/831-Carroll-St-APT-5-Brooklyn-NY-11215/30586966_zpid/
3,2,"1,080",106 Utica Ave Brooklyn NY 11213,Brooklyn,5,"1,629","899,000",For sale,Real Street Inc 347-243-8776,Sully Klein ,https://www.zillow.com/homedetails/106-Utica-Ave-Brooklyn-NY-11213/30595834_zpid/
2,1,990,2024 Hughes Ave APT 3A Bronx NY 10457,Bronx,10,"2,176","125,000",For sale,Keller Williams Realty NYC Grp 718-697-6800,Melvin Tejada ,https://www.zillow.com/homedetails/2024-Hughes-Ave-APT-3A-Bronx-NY-10457/244453543_zpid/
2,1,--,216B Edgewater Park #B Bronx NY 10465,Bronx,23,"5,252","50,000",For sale,Berkshire Hathaway HS West. Pr 914-779-1700,Diane Capone ,https://www.zillow.com/homedetails/216B-Edgewater-Park-B-Bronx-NY-10465/2075702213_zpid/
3,2,--,137-23 249th St Rosedale NY 11422,Rosedale,38,"4,760","249,999",For sale,Charles Rutenberg Realty Inc 516-575-7500,Winston E Prince ,https://www.zillow.com/homedetails/137-23-249th-St-Rosedale-NY-11422/2076918639_zpid/
2,1,--,67-14 108th St APT 1B Forest Hills NY 11375,Forest Hills,74,"1,410","355,000",For sale,EXP Realty 888-276-0630,Amanda Bohorquez ,https://www.zillow.com/homedetails/67-14-108th-St-APT-1B-Forest-Hills-NY-11375/79511216_zpid/
4,3,"2,200",228 Leonard St Brooklyn NY 11211,Brooklyn,2,450,"1,498,000",For sale,Grand & Co.,David Shapiro ,https://www.zillow.com/homedetails/228-Leonard-St-Brooklyn-NY-11211/30623478_zpid/
5,2,"1,948",3234 Radcliff Ave FLOOR 2 Bronx NY 10469,Bronx,3,777,"729,000",For sale,ARDEBILI MICHAEL,Bronx Builders ,https://www.zillow.com/homedetails/3234-Radcliff-Ave-FLOOR-2-Bronx-NY-10469/2075323239_zpid/
1,1,720,100 Remsen St APT 4J Brooklyn NY 11201,Brooklyn,17,"3,090","340,000",For sale,Corcoran 718-923-8002,Michael Coleman ,https://www.zillow.com/homedetails/100-Remsen-St-APT-4J-Brooklyn-NY-11201/79715070_zpid/
1,1,617,573 Gates Ave #2F Brooklyn NY 11221,Brooklyn,4,669,"499,888",For sale,Nest Seekers International 718-812-7799,Sara Golan ,https://www.zillow.com/homedetails/573-Gates-Ave-2F-Brooklyn-NY-11221/2079551628_zpid/
2,1,950,5620 Netherland Ave APT 4A Bronx NY 10471,Bronx,56,"1,300","229,000",For sale,Douglas Elliman Real Estate 718-884-5815,William P. Perez Quito ,https://www.zillow.com/homedetails/5620-Netherland-Ave-APT-4A-Bronx-NY-10471/2079265865_zpid/
2,2,"1,250",420 E 51st St APT 5C New York NY 10022,New York,238,"2,939","425,000",For sale,Douglas Elliman 212-350-2282,Bernie Rubin ,https://www.zillow.com/homedetails/420-E-51st-St-APT-5C-New-York-NY-10022/244868772_zpid/
5,3,"1,260",6604 Avenue T Brooklyn NY 11234,Brooklyn,24,"5,901","659,000",For sale,Compass,Tina Epstein ,https://www.zillow.com/homedetails/6604-Avenue-T-Brooklyn-NY-11234/30782041_zpid/
4,2,"2,192",138 Andrews Ave Staten Island NY 10306,Staten Island,4,"2,030","858,888",For sale,Mark International Real Estate 718-987-4500,Jesse Aronovich ,https://www.zillow.com/homedetails/138-Andrews-Ave-Staten-Island-NY-10306/32339632_zpid/
3,3,"1,850",27 E 65th St APT 14E New York NY 10065,New York,464,"5,728","899,000",For sale,Nezu Properties 518-859-7123,Hiroko Onishi ,https://www.zillow.com/homedetails/27-E-65th-St-APT-14E-New-York-NY-10065/72527143_zpid/
--,1,--,303 E 57th St APT 27L New York NY 10022,New York,87,"4,568","275,000",For sale,The Lion Real Estate 347-298-5466,AVI MALUL ,https://www.zillow.com/homedetails/303-E-57th-St-APT-27L-New-York-NY-10022/120560948_zpid/
5,7,"8,000",163 E 64th St New York NY 10065,New York,471,"10,663","17,500,000",For sale,Nest Seekers International 646-443-3739,The Ryan Serhant Team ,https://www.zillow.com/homedetails/163-E-64th-St-New-York-NY-10065/31534861_zpid/
4,2,"1,440",15 Nadal Pl Staten Island NY 10314,Staten Island,9,"1,972","619,000",For sale,"Robert DeFalco Realty, Inc. 718-987-7900",Elaine Gil ,https://www.zillow.com/homedetails/15-Nadal-Pl-Staten-Island-NY-10314/32304121_zpid/
2,1,800,975 Union Ave APT 20 Bronx NY 10459,Bronx,74,"4,273","79,999",For sale,Besmatch Real Estate 718-324-6060,Bakary Camara ,https://www.zillow.com/homedetails/975-Union-Ave-APT-20-Bronx-NY-10459/244426979_zpid/
3,2,--,24318 Newhall Ave Jamaica NY 11422,Jamaica,74,"1,479","599,995",For sale,Keller Williams Realty Liberty 718-848-4700,Steven Pratt ,https://www.zillow.com/homedetails/24318-Newhall-Ave-Jamaica-NY-11422/32210199_zpid/
5,3,"2,208",1793 Mansion St Bronx NY 10460,Bronx,172,"3,552","599,000",For sale,Home For Life Realty 718-986-7614,Home For Life Realty ,https://www.zillow.com/homedetails/1793-Mansion-St-Bronx-NY-10460/29798854_zpid/
3,3,"2,390",658 Travis Ave Staten Island NY 10314,Staten Island,4,776,"775,000",For sale,Keller Williams Realty Staten Island 718-766-7159,Cheryl Taratko ,https://www.zillow.com/homedetails/658-Travis-Ave-Staten-Island-NY-10314/32311691_zpid/
1,1,750,2270 Plumb 1st St #4A Brooklyn NY 11229,Brooklyn,133,"3,915","180,000",For sale,"Thomas Lipovetsky, LREB 718-701-8632","Thomas Lipovetsky, Esq. ",https://www.zillow.com/homedetails/2270-Plumb-1st-St-4A-Brooklyn-NY-11229/79713846_zpid/
3,1,850,337 Waters Ave Staten Island NY 10302,Staten Island,113,"2,048","499,000",For sale,"William J. Wolfe, Realty Inc. 917-968-1622",William J Wolfe ,https://www.zillow.com/homedetails/337-Waters-Ave-Staten-Island-NY-10302/32301881_zpid/
5,9,"7,900",79 Horatio St New York NY 10014,New York,7,"2,444","26,400,000",For sale,Sotheby's International Realty 212-606-7622,Randall Gianopulos ,https://www.zillow.com/homedetails/79-Horatio-St-New-York-NY-10014/143093642_zpid/
1,1,"54,105",123 W 74th St APT 1A New York NY 10023,New York,189,"4,634","429,000",For sale,Corcoran 646-732-6607,Ivana Kovacevic ,https://www.zillow.com/homedetails/123-W-74th-St-APT-1A-New-York-NY-10023/244875589_zpid/
3,2,"1,200",140-39 34th Ave SUITE 6K Flushing NY 11354,Flushing,74,"2,156","448,000",For sale,Compass Greater NY LLC 212-913-9058,Tammy H Lee ,https://www.zillow.com/homedetails/140-39-34th-Ave-SUITE-6K-Flushing-NY-11354/2076506846_zpid/
4,3,--,217-09 133rd Ave Springfield Gardens NY 11413,Springfield Gardens,17,"2,055","539,888",For sale,Keller Williams Rlty Landmark 718-475-2700,Deirdre A Folan ,https://www.zillow.com/homedetails/217-09-133rd-Ave-Springfield-Gardens-NY-11413/2075668217_zpid/
2,3,"1,400",247 W 46th St APT 2903 New York NY 10036,New York,15,"1,033","2,198,000",For sale,Brown Harris Stevens 212-588-5644,Sandra Balan ,https://www.zillow.com/homedetails/247-W-46th-St-APT-2903-New-York-NY-10036/97528268_zpid/
7,5,"2,379",267 Newkirk Ave Brooklyn NY 11230,Brooklyn,2,244,"1,575,000",For sale,Omni Realty Corp 718-441-7000,Nurul Huda ,https://www.zillow.com/homedetails/267-Newkirk-Ave-Brooklyn-NY-11230/30676094_zpid/
2,2,793,2555 E 12th St APT 5P Brooklyn NY 11235,Brooklyn,74,"3,064","249,000",For sale,Fillmore R.E. - 6416 Bay Pkwy 718-259-1600,Joseph Devito ,https://www.zillow.com/homedetails/2555-E-12th-St-APT-5P-Brooklyn-NY-11235/245053196_zpid/
--,1,200,424 E 115th St #2C New York NY 10029,New York,23,"3,170","110,000",For sale,Keller Williams Realty NYC Grp 718-697-6800,Vanessa Villanueva ,https://www.zillow.com/homedetails/424-E-115th-St-2C-New-York-NY-10029/2078858054_zpid/
5,2,"2,200",120-60 200th St Saint Albans NY 11412,Saint Albans,29,"3,074","599,900",For sale,Fillmore Real Estate LTD 718-615-2007,Ken MacBride ,https://www.zillow.com/homedetails/120-60-200th-St-Saint-Albans-NY-11412/2076680331_zpid/
3,1,"1,400",9934 Bellaire Pl Jamaica NY 11429,Jamaica,324,"8,760","295,000",For sale,SOWAE CORP 646-619-7424,Eric Lee ,https://www.zillow.com/homedetails/9934-Bellaire-Pl-Jamaica-NY-11429/32154005_zpid/
1,1,"9,040",519 E 87th St APT 1C New York NY 10128,New York,112,"4,366","310,000",For sale,Bond New York 914-943-7488,Kevin Maher ,https://www.zillow.com/homedetails/519-E-87th-St-APT-1C-New-York-NY-10128/244855036_zpid/
3,2,"2,484",2934 Hering Ave Bronx NY 10469,Bronx,24,552,"699,995",For sale,Coldwell Banker Realty 914-997-0097,Ian Lemonious ,https://www.zillow.com/homedetails/2934-Hering-Ave-Bronx-NY-10469/29824267_zpid/
--,3,"4,000",176 Beach 122nd St Far Rockaway NY 11694,Far Rockaway,2,402,"1,500,000",New construction,WALSH PROPERTIES INC 347-731-0285,Maureen Walsh ,https://www.zillow.com/homedetails/176-Beach-122nd-St-Far-Rockaway-NY-11694/32226865_zpid/
3,3,"1,600",11227 209th St Jamaica NY 11429,Jamaica,74,434,"599,999",For sale,Century 21 Milestone Realty 718-291-7000,Sonia P Thompson ,https://www.zillow.com/homedetails/11227-209th-St-Jamaica-NY-11429/32157473_zpid/
1,1,--,11224 Northern Blvd E #3A Corona NY 11368,Corona,2,538,"139,000",For sale,Keller Williams Realty Landmark II 646-751-7549,Queens Home Team at KW Landmark II ,https://www.zillow.com/homedetails/11224-Northern-Blvd-E-3A-Corona-NY-11368/2075304801_zpid/
7,5,"3,000",144-31 256th St Rosedale NY 11422,Rosedale,90,"1,365","1,129,999",For sale,Isra Properties Inc,Nicholas Isra ,https://www.zillow.com/homedetails/144-31-256th-St-Rosedale-NY-11422/2077227762_zpid/
